position,source_name,occurrence,canonical_name,entity,field_class,unit,proposed_silver_routing,predictive_signal_value,schema_diff
385,Floating SMR2 Comm Fail,1,floating_smr2_comm_fail,COMMUNICATION,ALARM_FLAG,,ALARM_OBSERVATION,HIGH,NEW_IN_REAL
386,Floating SMR2 Group Comm Fail,1,floating_smr2_group_comm_fail,COMMUNICATION,ALARM_FLAG,,ALARM_OBSERVATION,HIGH,NEW_IN_REAL
387,Floating SMR3 Fail,1,floating_smr3_fail,SMR,ALARM_FLAG,,SMR_TELEMETRY,HIGH,NEW_IN_REAL
388,Floating SMR3 Group Fail,1,floating_smr3_group_fail,SMR,ALARM_FLAG,,SMR_TELEMETRY,HIGH,NEW_IN_REAL
389,Floating SMR3 Comm Fail,1,floating_smr3_comm_fail,COMMUNICATION,ALARM_FLAG,,ALARM_OBSERVATION,HIGH,NEW_IN_REAL
390,Floating SMR3 Group Comm Fail,1,floating_smr3_group_comm_fail,COMMUNICATION,ALARM_FLAG,,ALARM_OBSERVATION,HIGH,NEW_IN_REAL
391,Floating SMR4 Fail,1,floating_smr4_fail,SMR,ALARM_FLAG,,SMR_TELEMETRY,HIGH,NEW_IN_REAL
392,Floating SMR4 Group Fail,1,floating_smr4_group_fail,SMR,ALARM_FLAG,,SMR_TELEMETRY,HIGH,NEW_IN_REAL
393,Floating SMR4 Comm Fail,1,floating_smr4_comm_fail,COMMUNICATION,ALARM_FLAG,,ALARM_OBSERVATION,HIGH,NEW_IN_REAL
394,Floating SMR4 Group Comm Fail,1,floating_smr4_group_comm_fail,COMMUNICATION,ALARM_FLAG,,ALARM_OBSERVATION,HIGH,NEW_IN_REAL
395,AC1 Contactor Status,1,ac1_contactor_status,CONTACTOR,STATE,,CONTACTOR_OBSERVATION,MEDIUM,NEW_IN_REAL
396,AC2 Contactor Status,1,ac2_contactor_status,CONTACTOR,STATE,,CONTACTOR_OBSERVATION,MEDIUM,NEW_IN_REAL
397,AC3 Contactor Status,1,ac3_contactor_status,CONTACTOR,STATE,,CONTACTOR_OBSERVATION,MEDIUM,NEW_IN_REAL
398,AC4 Contactor Status,1,ac4_contactor_status,CONTACTOR,STATE,,CONTACTOR_OBSERVATION,MEDIUM,NEW_IN_REAL
399,AC5 Contactor Status,1,ac5_contactor_status,CONTACTOR,STATE,,CONTACTOR_OBSERVATION,MEDIUM,NEW_IN_REAL
400,AC6 Contactor Status,1,ac6_contactor_status,CONTACTOR,STATE,,CONTACTOR_OBSERVATION,MEDIUM,NEW_IN_REAL
401,AC1 Contactor Cycle Count,1,ac1_contactor_cycle_count,CONTACTOR,CONTINUOUS_TELEMETRY,,CONTACTOR_OBSERVATION,MEDIUM,NEW_IN_REAL
402,AC2 Contactor Cycle Count,1,ac2_contactor_cycle_count,CONTACTOR,CONTINUOUS_TELEMETRY,,CONTACTOR_OBSERVATION,MEDIUM,NEW_IN_REAL
403,AC3 Contactor Cycle Count,1,ac3_contactor_cycle_count,CONTACTOR,CONTINUOUS_TELEMETRY,,CONTACTOR_OBSERVATION,MEDIUM,NEW_IN_REAL
404,AC4 Contactor Cycle Count,1,ac4_contactor_cycle_count,CONTACTOR,CONTINUOUS_TELEMETRY,,CONTACTOR_OBSERVATION,MEDIUM,NEW_IN_REAL
405,AC5 Contactor Cycle Count,1,ac5_contactor_cycle_count,CONTACTOR,CONTINUOUS_TELEMETRY,,CONTACTOR_OBSERVATION,MEDIUM,NEW_IN_REAL
406,AC6 Contactor Cycle Count,1,ac6_contactor_cycle_count,CONTACTOR,CONTINUOUS_TELEMETRY,,CONTACTOR_OBSERVATION,MEDIUM,NEW_IN_REAL
407,AC1 Contactor Fail  Alarm,1,ac1_contactor_fail_alarm,CONTACTOR,ALARM_FLAG,,ALARM_OBSERVATION,HIGH,NEW_IN_REAL
408,AC2 Contactor Fail  Alarm,1,ac2_contactor_fail_alarm,CONTACTOR,ALARM_FLAG,,ALARM_OBSERVATION,HIGH,NEW_IN_REAL
409,AC3 Contactor Fail  Alarm,1,ac3_contactor_fail_alarm,CONTACTOR,ALARM_FLAG,,ALARM_OBSERVATION,HIGH,NEW_IN_REAL
410,AC4 Contactor Fail  Alarm,1,ac4_contactor_fail_alarm,CONTACTOR,ALARM_FLAG,,ALARM_OBSERVATION,HIGH,NEW_IN_REAL
411,AC5 Contactor Fail  Alarm,1,ac5_contactor_fail_alarm,CONTACTOR,ALARM_FLAG,,ALARM_OBSERVATION,HIGH,NEW_IN_REAL
412,AC6 Contactor Fail  Alarm,1,ac6_contactor_fail_alarm,CONTACTOR,ALARM_FLAG,,ALARM_OBSERVATION,HIGH,NEW_IN_REAL
413,AC1 Contactor Welded Alarm,1,ac1_contactor_welded_alarm,CONTACTOR,ALARM_FLAG,,ALARM_OBSERVATION,HIGH,NEW_IN_REAL
414,AC2 Contactor Welded Alarm,1,ac2_contactor_welded_alarm,CONTACTOR,ALARM_FLAG,,ALARM_OBSERVATION,HIGH,NEW_IN_REAL
415,AC3 Contactor Welded Alarm,1,ac3_contactor_welded_alarm,CONTACTOR,ALARM_FLAG,,ALARM_OBSERVATION,HIGH,NEW_IN_REAL
416,AC4 Contactor Welded Alarm,1,ac4_contactor_welded_alarm,CONTACTOR,ALARM_FLAG,,ALARM_OBSERVATION,HIGH,NEW_IN_REAL
417,AC5 Contactor Welded Alarm,1,ac5_contactor_welded_alarm,CONTACTOR,ALARM_FLAG,,ALARM_OBSERVATION,HIGH,NEW_IN_REAL
418,AC6 Contactor Welded Alarm,1,ac6_contactor_welded_alarm,CONTACTOR,ALARM_FLAG,,ALARM_OBSERVATION,HIGH,NEW_IN_REAL
419,DC Merger Contactor (C0) Cycle Count,1,dc_merger_contactor_c0_cycle_count,CONTACTOR,CONTINUOUS_TELEMETRY,,CONTACTOR_OBSERVATION,MEDIUM,NEW_IN_REAL
420,DC Merger Contactor (C1) Cycle Count,1,dc_merger_contactor_c1_cycle_count,CONTACTOR,CONTINUOUS_TELEMETRY,,CONTACTOR_OBSERVATION,MEDIUM,NEW_IN_REAL
421,DC Merger Contactor (C2) Cycle Count,1,dc_merger_contactor_c2_cycle_count,CONTACTOR,CONTINUOUS_TELEMETRY,,CONTACTOR_OBSERVATION,MEDIUM,NEW_IN_REAL
422,DC Merger Contactor (C3) Cycle Count,1,dc_merger_contactor_c3_cycle_count,CONTACTOR,CONTINUOUS_TELEMETRY,,CONTACTOR_OBSERVATION,MEDIUM,NEW_IN_REAL
423,DC Merger Contactor (C4) Cycle Count,1,dc_merger_contactor_c4_cycle_count,CONTACTOR,CONTINUOUS_TELEMETRY,,CONTACTOR_OBSERVATION,MEDIUM,NEW_IN_REAL
424,External Contactor Cycle Count(Ring),1,external_contactor_cycle_count_ring,CONTACTOR,CONTINUOUS_TELEMETRY,,CONTACTOR_OBSERVATION,MEDIUM,NEW_IN_REAL
425,Merger Contactor (C0) Fail Alarm,1,merger_contactor_c0_fail_alarm,CONTACTOR,ALARM_FLAG,,ALARM_OBSERVATION,HIGH,NEW_IN_REAL
426,Merger Contactor (C1) Fail Alarm,1,merger_contactor_c1_fail_alarm,CONTACTOR,ALARM_FLAG,,ALARM_OBSERVATION,HIGH,NEW_IN_REAL
427,Merger Contactor (C2) Fail Alarm,1,merger_contactor_c2_fail_alarm,CONTACTOR,ALARM_FLAG,,ALARM_OBSERVATION,HIGH,NEW_IN_REAL
428,Merger Contactor (C3) Fail Alarm,1,merger_contactor_c3_fail_alarm,CONTACTOR,ALARM_FLAG,,ALARM_OBSERVATION,HIGH,NEW_IN_REAL
429,Merger Contactor (C4) Fail Alarm,1,merger_contactor_c4_fail_alarm,CONTACTOR,ALARM_FLAG,,ALARM_OBSERVATION,HIGH,NEW_IN_REAL
430,External Contactor Fail Alarm(Ring),1,external_contactor_fail_alarm_ring,CONTACTOR,ALARM_FLAG,,ALARM_OBSERVATION,HIGH,NEW_IN_REAL
431,Merger Contactor (C0) Welded Alarm,1,merger_contactor_c0_welded_alarm,CONTACTOR,ALARM_FLAG,,ALARM_OBSERVATION,HIGH,NEW_IN_REAL
432,Merger Contactor (C1) Welded Alarm,1,merger_contactor_c1_welded_alarm,CONTACTOR,ALARM_FLAG,,ALARM_OBSERVATION,HIGH,NEW_IN_REAL
433,Merger Contactor (C2) Welded Alarm,1,merger_contactor_c2_welded_alarm,CONTACTOR,ALARM_FLAG,,ALARM_OBSERVATION,HIGH,NEW_IN_REAL
434,Merger Contactor (C3) Welded Alarm,1,merger_contactor_c3_welded_alarm,CONTACTOR,ALARM_FLAG,,ALARM_OBSERVATION,HIGH,NEW_IN_REAL
435,Merger Contactor (C4) Welded Alarm,1,merger_contactor_c4_welded_alarm,CONTACTOR,ALARM_FLAG,,ALARM_OBSERVATION,HIGH,NEW_IN_REAL
436,C0 Merger Contactor Status,1,c0_merger_contactor_status,CONTACTOR,STATE,,CONTACTOR_OBSERVATION,MEDIUM,NEW_IN_REAL
437,C1 Merger Contactor Status,1,c1_merger_contactor_status,CONTACTOR,STATE,,CONTACTOR_OBSERVATION,MEDIUM,NEW_IN_REAL
438,C2 Merger Contactor Status,1,c2_merger_contactor_status,CONTACTOR,STATE,,CONTACTOR_OBSERVATION,MEDIUM,NEW_IN_REAL
439,C3 Merger Contactor Status,1,c3_merger_contactor_status,CONTACTOR,STATE,,CONTACTOR_OBSERVATION,MEDIUM,NEW_IN_REAL
440,C4 Merger Contactor Status,1,c4_merger_contactor_status,CONTACTOR,STATE,,CONTACTOR_OBSERVATION,MEDIUM,NEW_IN_REAL
441,External Contactor Status,1,external_contactor_status,CONTACTOR,STATE,,CONTACTOR_OBSERVATION,MEDIUM,NEW_IN_REAL
442,BackUp Battery Voltage,1,backup_battery_voltage,BATTERY,CONTINUOUS_TELEMETRY,V,AUXILIARY_POWER,HIGH,NEW_IN_REAL
443,Run Since Power On,1,run_since_power_on,CHARGER,CONTINUOUS_TELEMETRY,kW,CHARGER_TELEMETRY,HIGH,NEW_IN_REAL
444,Ring Current Operating Mode,1,ring_current_operating_mode,CONFIGURATION,CONFIGURATION,A,CONFIGURATION,HIGH,NEW_IN_REAL
445,SMR Fail Count,1,smr_fail_count,SMR,ALARM_FLAG,,SMR_TELEMETRY,HIGH,NEW_IN_REAL
446,SMR Comm Fail Count,1,smr_comm_fail_count,COMMUNICATION,ALARM_FLAG,,ALARM_OBSERVATION,HIGH,NEW_IN_REAL
447,GUNA SMR Fail Count,1,guna_smr_fail_count,SMR,ALARM_FLAG,,SMR_TELEMETRY,MEDIUM,NEW_IN_REAL
448,GUNA SMR Comm Fail Count,1,guna_smr_comm_fail_count,COMMUNICATION,ALARM_FLAG,,ALARM_OBSERVATION,HIGH,NEW_IN_REAL
449,GUNB SMR Fail Count,1,gunb_smr_fail_count,SMR,ALARM_FLAG,,SMR_TELEMETRY,MEDIUM,NEW_IN_REAL
450,GUNB SMR Comm Fail Count,1,gunb_smr_comm_fail_count,COMMUNICATION,ALARM_FLAG,,ALARM_OBSERVATION,HIGH,NEW_IN_REAL
451,FR1 SMR Fail Count,1,fr1_smr_fail_count,SMR,ALARM_FLAG,,SMR_TELEMETRY,MEDIUM,NEW_IN_REAL
452,FR1 SMR Comm Fail Count,1,fr1_smr_comm_fail_count,COMMUNICATION,ALARM_FLAG,,ALARM_OBSERVATION,HIGH,NEW_IN_REAL
453,FR2 SMR Fail Count,1,fr2_smr_fail_count,SMR,ALARM_FLAG,,SMR_TELEMETRY,MEDIUM,NEW_IN_REAL
454,FR2 SMR Comm Fail Count,1,fr2_smr_comm_fail_count,COMMUNICATION,ALARM_FLAG,,ALARM_OBSERVATION,HIGH,NEW_IN_REAL
455,Last Charger Reboot Reason,1,last_charger_reboot_reason,CHARGER,STATE,,CHARGER_TELEMETRY,HIGH,NEW_IN_REAL
