position,source_name,source_occurrence,canonical_name,entity,field_class,data_type,unit,null_count,null_percentage,unique_count,variability_class,min,max,mean,median,std,P01,P05,P25,P50,P75,P95,P99,zero_count,negative_count,sentinel_hits,top_values
224,GUN CCS Sub State at Session stop,1,gun_ccs_sub_state_at_session_stop,SESSION,SESSION_ATTRIBUTE,STRING,,6421,64.21,16,VARIABLE,,,,,,,,,,,,,0,0,,CCS_CHECK_STATUS_CODE_CURRENT_DEMAND_RES (2035); CCS_CHECK_GUNPLUGIN (1312); CCS_WAIT_FOR_RECV_CAN (84); CCS_CHECK_STATUS_CODE_AUTHORIZATION_REQ (28); CCS_SEND_CABLE_CHECK_RES_FINISHED (24)
225,DC Contactor Switching Cycle,1,dc_contactor_switching_cycle,CONTACTOR,CONTINUOUS_TELEMETRY,NUMERIC,,5023,50.23,1237,HIGH_VARIABILITY,0.0,65535.0,1839.135,885.0,3788.422,1.0,4.0,170.0,885.0,2515.0,6074.0,10365.0,30,0,"{""65535"": 12}",3 (119); 4 (73); 13 (40); 6 (40); 16 (39)
226,Gun Insert Counter- Charger Socket,1,gun_insert_counter_charger_socket,SESSION,CONTINUOUS_TELEMETRY,NUMERIC,%,5901,59.01,353,VARIABLE,0.0,3996.0,340.174,9.0,621.7,0.0,0.0,2.0,9.0,441.0,1612.0,2878.0,584,0,,0 (584); 2 (364); 3 (300); 1 (262); 4 (172)
227,Gun Over Temperature Counter,1,gun_over_temperature_counter,CONNECTOR,ALARM_FLAG,NUMERIC,degC,4947,49.47,92,VARIABLE,0.0,842.0,14.068,0.0,63.094,0.0,0.0,0.0,0.0,1.0,79.0,281.0,3646,0,,0 (3646); 1 (255); 2 (155); 3 (76); 5 (52)
228,Charging Cycle Count,1,charging_cycle_count,COUNTER,COUNTER,NUMERIC,,4947,49.47,535,VARIABLE,0.0,6408.0,528.685,145.0,816.08,0.0,0.0,2.0,145.0,756.0,2105.0,3712.0,1031,0,,0 (1031); 2 (196); 5 (95); 4 (86); 3 (79)
229,Gun Placed in Charger Holder,1,gun_placed_in_charger_holder,CONNECTOR,STATE,STRING,,2,0.02,3,LOW_VARIABILITY,,,,,,,,,,,,,0,0,"{""NA"": 5909}",NA (5909); No (3298); Yes (791)
230,SLAC Attenuation,1,slac_attenuation,CHARGER,CONTINUOUS_TELEMETRY,NUMERIC,,9902,99.02,14,VARIABLE,0.0,40.0,14.071,0.0,15.696,0.0,0.0,0.0,0.0,29.0,37.0,40.0,53,0,,0 (53); 27 (13); 37 (6); 36 (4); 32 (4)
231,Rectifier Number,1,rectifier_number,RECTIFIER,IDENTIFIER,NUMERIC,,4184,41.84,5,LOW_VARIABILITY,1.0,5.0,1.509,1.0,0.832,1.0,1.0,1.0,1.0,2.0,3.0,4.0,0,0,,1 (3947); 2 (958); 3 (739); 4 (162); 5 (10)
232,Rectifier Dc Status,1,rectifier_dc_status,RECTIFIER,STATE,STRING,,4184,41.84,2,LOW_VARIABILITY,,,,,,,,,,,,,0,0,,Off (5677); On (139)
233,Rectifier Internal Temp,1,rectifier_internal_temp,RECTIFIER,CONTINUOUS_TELEMETRY,NUMERIC,degC,4269,42.69,39,VARIABLE,-50.0,69.0,-3.75,0.0,17.728,-50.0,-50.0,0.0,0.0,0.0,0.0,37.0,4853,615,,0 (4853); -50 (615); 32 (31); 30 (31); 31 (30)
234,SMR DcDc Temperature,1,smr_dcdc_temperature,SMR,CONTINUOUS_TELEMETRY,NUMERIC,degC,4269,42.69,61,VARIABLE,0.0,94.0,2.645,0.0,12.597,0.0,0.0,0.0,0.0,0.0,0.0,70.0,5475,0,,0 (5475); 62 (13); 56 (10); 59 (9); 50 (9)
235,SMR Pfc Temperature,1,smr_pfc_temperature,SMR,CONTINUOUS_TELEMETRY,NUMERIC,degC,4269,42.69,47,VARIABLE,0.0,83.0,2.423,0.0,11.428,0.0,0.0,0.0,0.0,0.0,0.0,62.0,5475,0,,0 (5475); 53 (15); 51 (14); 48 (13); 52 (11)
236,Rectifier Output Voltage,1,rectifier_output_voltage,RECTIFIER,CONTINUOUS_TELEMETRY,NUMERIC,V,4269,42.69,166,VARIABLE,0.0,646.8,10.859,0.0,64.003,0.0,0.0,0.0,0.0,0.0,0.0,403.7,5531,0,,0 (5531); 0.3 (5); 0.5 (4); 0.1 (4); 0.7 (4)
237,Rectifier Output Current,1,rectifier_output_current,RECTIFIER,CONTINUOUS_TELEMETRY,NUMERIC,A,4269,42.69,98,VARIABLE,0.0,102.0,1.427,0.0,9.034,0.0,0.0,0.0,0.0,0.0,0.0,60.0,5568,0,,0 (5568); 60 (16); 41.7 (5); 69.4 (4); 64.1 (3)
238,Rectifier Available Max Voltage,1,rectifier_available_max_voltage,RECTIFIER,CONTINUOUS_TELEMETRY,NUMERIC,V,4269,42.69,3,LOW_VARIABILITY,0.0,1000.0,45.891,0.0,208.953,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,5467,0,,0 (5467); 1000 (260); 750 (4)
239,Rectifier Available Max Current,1,rectifier_available_max_current,RECTIFIER,CONTINUOUS_TELEMETRY,NUMERIC,A,4269,42.69,3,LOW_VARIABILITY,0.0,102.0,4.651,0.0,21.242,0.0,0.0,0.0,0.0,0.0,0.0,102.0,5467,0,,0 (5467); 102 (260); 33.5 (4)
240,Rectifier Available MaxPower,1,rectifier_available_maxpower,RECTIFIER,CONTINUOUS_TELEMETRY,NUMERIC,kW,4269,42.69,9,LOW_VARIABILITY,0.0,40000.0,22720.1,30000.0,15345.736,0.0,0.0,30.0,30000.0,30000.0,40000.0,40000.0,614,0,,30000 (2912); 40000 (1044); 30 (849); 0 (614); 40 (190)
241,SMR Hardware Ver,1,smr_hardware_ver,SMR,STATE,STRING,,9122,91.22,10,LOW_VARIABILITY,,,,,,,,,,,,,0,0,,A0C (797); A18 (64); A07 (3); A0A (3); A00 (2)
242,SMR Soft Ver,1,smr_soft_ver,SMR,STATE,STRING,,4450,44.5,44,VARIABLE,,,,,,,,,,,,,0,0,,00.79/00.75 (1328); 00.79/00.73 (1285); 1.21:1.17 (738); 00.7B/00.71 (689); 00.7A/00.75 (278)
243,Rectifier Output Short,1,rectifier_output_short,RECTIFIER,STATE,STRING,,4184,41.84,2,NEAR_CONSTANT,,,,,,,,,,,,,0,0,,Not alarm (5812); Alarm (4)
244,Inner Comm Interrupt,1,inner_comm_interrupt,COMMUNICATION,ALARM_FLAG,STRING,,4184,41.84,2,NEAR_CONSTANT,,,,,,,,,,,,,0,0,,Not alarm (5771); Alarm (45)
245,PFC Side Abnormal,1,pfc_side_abnormal,SMR,IDENTIFIER,STRING,,4184,41.84,2,NEAR_CONSTANT,,,,,,,,,,,,,0,0,,Not alarm (5758); Alarm (58)
246,Discharge Abnormal,1,discharge_abnormal,CHARGER,STATE,STRING,,4184,41.84,2,LOW_VARIABILITY,,,,,,,,,,,,,0,0,,Not alarm (5741); Alarm (75)
247,DC Side Is Off,1,dc_side_is_off,CHARGER,STATE,STRING,,4184,41.84,2,LOW_VARIABILITY,,,,,,,,,,,,,0,0,,Not alarm (3837); Alarm (1979)
248,MDL Fault,1,mdl_fault,SMR,ALARM_FLAG,STRING,,4184,41.84,2,NEAR_CONSTANT,,,,,,,,,,,,,0,0,,Not alarm (5804); Alarm (12)
249,MDL Protect,1,mdl_protect,SMR,STATE,STRING,,4184,41.84,2,LOW_VARIABILITY,,,,,,,,,,,,,0,0,,Not alarm (5748); Alarm (68)
250,Fan Fault,1,fan_fault,ALARM,ALARM_FLAG,STRING,,4184,41.84,2,NEAR_CONSTANT,,,,,,,,,,,,,0,0,,Not alarm (5813); Alarm (3)
251,Over Temperature,1,over_temperature,CHARGER,STATE,STRING,degC,4184,41.84,2,NEAR_CONSTANT,,,,,,,,,,,,,0,0,,Not alarm (5813); Alarm (3)
252,Output Over Voltage,1,output_over_voltage,CHARGER,STATE,STRING,V,4184,41.84,2,NEAR_CONSTANT,,,,,,,,,,,,,0,0,,Not alarm (5810); Alarm (6)
253,Walk In Enabled,1,walk_in_enabled,CHARGER,STATE,STRING,,4184,41.84,2,NEAR_CONSTANT,,,,,,,,,,,,,0,0,,Not alarm (5815); Alarm (1)
254,CAN Communication Interrupt,1,can_communication_interrupt,COMMUNICATION,ALARM_FLAG,STRING,,4184,41.84,1,CONSTANT,,,,,,,,,,,,,0,0,,Not alarm (5816)
255,Power Limit,1,power_limit,CONFIGURATION,CONFIGURATION,STRING,kW,4184,41.84,2,NEAR_CONSTANT,,,,,,,,,,,,,0,0,,Not alarm (5791); Alarm (25)
256,MDL Id Repetition,1,mdl_id_repetition,SMR,IDENTIFIER,STRING,,4184,41.84,2,NEAR_CONSTANT,,,,,,,,,,,,,0,0,,Not alarm (5790); Alarm (26)
257,Load Sharing,1,load_sharing,CHARGER,STATE,STRING,,4184,41.84,2,NEAR_CONSTANT,,,,,,,,,,,,,0,0,,Not alarm (5768); Alarm (48)
258,Input Phase Loss,1,input_phase_loss,CHARGER,STATE,STRING,,4184,41.84,2,LOW_VARIABILITY,,,,,,,,,,,,,0,0,,Not alarm (5747); Alarm (69)
259,Input Unbalance,1,input_unbalance,CHARGER,STATE,STRING,,4184,41.84,2,NEAR_CONSTANT,,,,,,,,,,,,,0,0,,Not alarm (5790); Alarm (26)
260,Input Under Voltage,1,input_under_voltage,CHARGER,STATE,STRING,V,4184,41.84,2,NEAR_CONSTANT,,,,,,,,,,,,,0,0,,Not alarm (5780); Alarm (36)
261,Input Over Voltage,1,input_over_voltage,CHARGER,STATE,STRING,V,4184,41.84,2,NEAR_CONSTANT,,,,,,,,,,,,,0,0,,Not alarm (5792); Alarm (24)
262,PFC Side Is Off,1,pfc_side_is_off,SMR,IDENTIFIER,STRING,,4184,41.84,2,LOW_VARIABILITY,,,,,,,,,,,,,0,0,,Not alarm (5055); Alarm (761)
263,Fuse Burn Out,1,fuse_burn_out,CHARGER,STATE,STRING,,4189,41.89,1,CONSTANT,,,,,,,,,,,,,0,0,,Not alarm (5811)
264,PFC DCDC Comm Fail,1,pfc_dcdc_comm_fail,COMMUNICATION,ALARM_FLAG,STRING,,4189,41.89,1,CONSTANT,,,,,,,,,,,,,0,0,,Not alarm (5811)
265,Bus Unbalanced Voltage,1,bus_unbalanced_voltage,CHARGER,STATE,STRING,V,4189,41.89,1,CONSTANT,,,,,,,,,,,,,0,0,,Not alarm (5811)
266,Bus Over Voltage,1,bus_over_voltage,CHARGER,STATE,STRING,V,4189,41.89,1,CONSTANT,,,,,,,,,,,,,0,0,,Not alarm (5811)
267,Bus Voltage Abnormal,1,bus_voltage_abnormal,CHARGER,STATE,STRING,V,4189,41.89,1,CONSTANT,,,,,,,,,,,,,0,0,,Not alarm (5811)
268,Bus Under Voltage,1,bus_under_voltage,CHARGER,STATE,STRING,V,4189,41.89,1,CONSTANT,,,,,,,,,,,,,0,0,,Not alarm (5811)
269,Fan At Full Speed,1,fan_at_full_speed,CHARGER,CONTINUOUS_TELEMETRY,STRING,RPM,4189,41.89,1,CONSTANT,,,,,,,,,,,,,0,0,,Not alarm (5811)
270,Output Derating Temp,1,output_derating_temp,CHARGER,STATE,STRING,degC,4189,41.89,1,CONSTANT,,,,,,,,,,,,,0,0,,Not alarm (5811)
271,Output Derating AC,1,output_derating_ac,CHARGER,STATE,STRING,,4189,41.89,1,CONSTANT,,,,,,,,,,,,,0,0,,Not alarm (5811)
272,DCDC Eeprom Faults,1,dcdc_eeprom_faults,ALARM,ALARM_FLAG,STRING,,4189,41.89,1,CONSTANT,,,,,,,,,,,,,0,0,,Not alarm (5811)
273,PFC Eeprom Faults,1,pfc_eeprom_faults,SMR,ALARM_FLAG,STRING,,4189,41.89,1,CONSTANT,,,,,,,,,,,,,0,0,,Not alarm (5811)
274,Fan 1 Fail,1,fan_1_fail,CHARGER,ALARM_FLAG,STRING,,0,0.0,3,NEAR_CONSTANT,,,,,,,,,,,,,0,0,"{""NA"": 19}",Not alarm (9967); NA (19); Alarm (14)
275,Fan 2 Fail,1,fan_2_fail,CHARGER,ALARM_FLAG,STRING,,0,0.0,3,NEAR_CONSTANT,,,,,,,,,,,,,0,0,"{""NA"": 19}",Not alarm (9979); NA (19); Alarm (2)
276,Fan 3 Fail,1,fan_3_fail,CHARGER,ALARM_FLAG,STRING,,0,0.0,3,NEAR_CONSTANT,,,,,,,,,,,,,0,0,"{""NA"": 19}",Not alarm (9969); NA (19); Alarm (12)
277,Fan 4 Fail,1,fan_4_fail,CHARGER,ALARM_FLAG,STRING,,0,0.0,2,NEAR_CONSTANT,,,,,,,,,,,,,0,0,"{""NA"": 19}",Not alarm (9981); NA (19)
278,Fan 5 Fail,1,fan_5_fail,CHARGER,ALARM_FLAG,STRING,,0,0.0,2,NEAR_CONSTANT,,,,,,,,,,,,,0,0,"{""NA"": 19}",Not alarm (9981); NA (19)
279,Fan 6 Fail,1,fan_6_fail,CHARGER,ALARM_FLAG,STRING,,0,0.0,3,NEAR_CONSTANT,,,,,,,,,,,,,0,0,"{""NA"": 19}",Not alarm (9973); NA (19); Alarm (8)
280,Fan 7 Fail,1,fan_7_fail,CHARGER,ALARM_FLAG,STRING,,0,0.0,3,NEAR_CONSTANT,,,,,,,,,,,,,0,0,"{""NA"": 19}",Not alarm (9979); NA (19); Alarm (2)
281,Fan 8 Fail,1,fan_8_fail,CHARGER,ALARM_FLAG,STRING,,0,0.0,2,NEAR_CONSTANT,,,,,,,,,,,,,0,0,"{""NA"": 19}",Not alarm (9981); NA (19)
282,Fan 9 Fail,1,fan_9_fail,CHARGER,ALARM_FLAG,STRING,,0,0.0,3,NEAR_CONSTANT,,,,,,,,,,,,,0,0,"{""NA"": 19}",Not alarm (9973); NA (19); Alarm (8)
283,Fan 10 Fail,1,fan_10_fail,CHARGER,ALARM_FLAG,STRING,,0,0.0,3,NEAR_CONSTANT,,,,,,,,,,,,,0,0,"{""NA"": 19}",Not alarm (9965); NA (19); Alarm (16)
284,Fan 11 Fail,1,fan_11_fail,CHARGER,ALARM_FLAG,STRING,,0,0.0,3,NEAR_CONSTANT,,,,,,,,,,,,,0,0,"{""NA"": 19}",Not alarm (9973); NA (19); Alarm (8)
285,Fan 12 Fail,1,fan_12_fail,CHARGER,ALARM_FLAG,STRING,,0,0.0,3,NEAR_CONSTANT,,,,,,,,,,,,,0,0,"{""NA"": 19}",Not alarm (9969); NA (19); Alarm (12)
286,Fan 13 Fail,1,fan_13_fail,CHARGER,ALARM_FLAG,STRING,,0,0.0,3,NEAR_CONSTANT,,,,,,,,,,,,,0,0,"{""NA"": 19}",Not alarm (9963); NA (19); Alarm (18)
287,Fan 14 Fail,1,fan_14_fail,CHARGER,ALARM_FLAG,STRING,,0,0.0,3,NEAR_CONSTANT,,,,,,,,,,,,,0,0,"{""NA"": 19}",Not alarm (9963); NA (19); Alarm (18)
288,Fan 15 Fail,1,fan_15_fail,CHARGER,ALARM_FLAG,STRING,,0,0.0,3,NEAR_CONSTANT,,,,,,,,,,,,,0,0,"{""NA"": 19}",Not alarm (9963); NA (19); Alarm (18)
289,Fan 16 Fail,1,fan_16_fail,CHARGER,ALARM_FLAG,STRING,,0,0.0,3,NEAR_CONSTANT,,,,,,,,,,,,,0,0,"{""NA"": 19}",Not alarm (9957); Alarm (24); NA (19)
290,Fan 17 Fail,1,fan_17_fail,CHARGER,ALARM_FLAG,STRING,,0,0.0,3,NEAR_CONSTANT,,,,,,,,,,,,,0,0,"{""NA"": 19}",Not alarm (9957); Alarm (24); NA (19)
291,Fan 18 Fail,1,fan_18_fail,CHARGER,ALARM_FLAG,STRING,,0,0.0,3,NEAR_CONSTANT,,,,,,,,,,,,,0,0,"{""NA"": 19}",Not alarm (9933); Alarm (48); NA (19)
292,Fan 19 Fail,1,fan_19_fail,CHARGER,ALARM_FLAG,STRING,,0,0.0,2,NEAR_CONSTANT,,,,,,,,,,,,,0,0,"{""NA"": 19}",Not alarm (9981); NA (19)
293,Fan 20 Fail,1,fan_20_fail,CHARGER,ALARM_FLAG,STRING,,0,0.0,2,NEAR_CONSTANT,,,,,,,,,,,,,0,0,"{""NA"": 19}",Not alarm (9981); NA (19)
294,Fan 21 Fail,1,fan_21_fail,CHARGER,ALARM_FLAG,STRING,,0,0.0,2,NEAR_CONSTANT,,,,,,,,,,,,,0,0,"{""NA"": 19}",Not alarm (9981); NA (19)
295,Fan 22 Fail,1,fan_22_fail,CHARGER,ALARM_FLAG,STRING,,0,0.0,2,NEAR_CONSTANT,,,,,,,,,,,,,0,0,"{""NA"": 19}",Not alarm (9981); NA (19)
296,Fan 23 Fail,1,fan_23_fail,CHARGER,ALARM_FLAG,STRING,,0,0.0,2,NEAR_CONSTANT,,,,,,,,,,,,,0,0,"{""NA"": 19}",Not alarm (9981); NA (19)
297,DC Section Fan Fail,1,dc_section_fan_fail,CHARGER,ALARM_FLAG,STRING,,0,0.0,3,NEAR_CONSTANT,,,,,,,,,,,,,0,0,"{""NA"": 19}",Not alarm (9973); NA (19); Alarm (8)
298,Smr No.,1,smr_no,SMR,IDENTIFIER,NUMERIC,,4737,47.37,10,LOW_VARIABILITY,1.0,10.0,3.233,3.0,1.747,1.0,1.0,2.0,3.0,5.0,6.0,7.0,0,0,,1 (1059); 2 (1049); 3 (941); 4 (893); 5 (623)
299,SMR Mapped GUN,1,smr_mapped_gun,SMR,CONTINUOUS_TELEMETRY,NUMERIC,,5824,58.24,3,LOW_VARIABILITY,0.0,2.0,0.158,0.0,0.481,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3724,0,,0 (3724); 1 (246); 2 (206)
300,SMR GroupId,1,smr_groupid,SMR,IDENTIFIER,STRING,,0,0.0,12,VARIABLE,,,,,,,,,,,,,0,0,"{""NA"": 5824}",NA (5824); 0x21 (1237); 0x22 (1222); 0x23 (498); 0x24 (462)
301,SMR OutputVoltage,1,smr_outputvoltage,SMR,CONTINUOUS_TELEMETRY,NUMERIC,V,5824,58.24,177,VARIABLE,0.0,849.0,59.233,0.0,169.766,0.0,0.0,0.0,0.0,6.0,620.0,672.0,2566,0,,0 (2566); 3 (130); 2 (118); 4 (106); 5 (104)
302,SMR OutputCurrent,1,smr_outputcurrent,SMR,CONTINUOUS_TELEMETRY,NUMERIC,A,5824,58.24,61,VARIABLE,0.0,90.0,5.317,0.0,16.037,0.0,0.0,0.0,0.0,0.0,55.0,64.0,3638,0,,0 (3638); 1 (48); 56 (34); 59 (22); 61 (22)
303,SMR Output Power,1,smr_output_power,SMR,CONTINUOUS_TELEMETRY,NUMERIC,kW,5824,58.24,249,VARIABLE,0.0,40768.0,2714.302,0.0,8470.039,0.0,0.0,0.0,0.0,0.0,25373.0,38614.0,3530,0,,0 (3530); 1 (48); 2 (34); 3 (16); 4 (14)
304,SMR AvailableMaxCurrent,1,smr_availablemaxcurrent,SMR,CONTINUOUS_TELEMETRY,NUMERIC,A,5824,58.24,9,LOW_VARIABILITY,0.0,134.3,109.135,102.0,33.232,0.0,0.0,102.0,102.0,134.3,134.3,134.3,281,0,,102 (1994); 134.3 (1699); 0 (281); 133.3 (114); 110.9 (44)
305,SMR AvailableMaxPower,1,smr_availablemaxpower,SMR,CONTINUOUS_TELEMETRY,NUMERIC,kW,5824,58.24,7,LOW_VARIABILITY,0.0,30305.0,163.379,0.0,2168.107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4152,0,,0 (4152); 30000 (12); 20000 (4); 30289 (2); 30290 (2)
306,SMR RectifierDCstatus,1,smr_rectifierdcstatus,SMR,STATE,STRING,,5824,58.24,2,LOW_VARIABILITY,,,,,,,,,,,,,0,0,,Off (3708); On (468)
307,SMR RectifierinternalTemp,1,smr_rectifierinternaltemp,SMR,CONTINUOUS_TELEMETRY,NUMERIC,degC,5824,58.24,36,VARIABLE,-150.0,60.0,-119.162,-150.0,67.749,-150.0,-150.0,-150.0,-150.0,-150.0,36.0,46.0,0,3518,"{""-150"": 3443}",-150 (3443); -50 (75); 32 (50); 36 (40); 34 (40)
308,SMRDCDCTemperature,1,smrdcdctemperature,SMR,CONTINUOUS_TELEMETRY,NUMERIC,degC,5824,58.24,68,VARIABLE,0.0,95.0,8.636,0.0,22.368,0.0,0.0,0.0,0.0,0.0,68.0,87.0,3600,0,,0 (3600); 58 (28); 66 (24); 68 (24); 70 (20)
309,SMRPFCTemperature,1,smrpfctemperature,SMR,CONTINUOUS_TELEMETRY,NUMERIC,degC,5824,58.24,56,VARIABLE,-15.0,88.0,7.67,0.0,19.787,0.0,0.0,0.0,0.0,0.0,60.0,73.0,3602,2,,0 (3602); 48 (26); 57 (26); 58 (24); 56 (22)
310,SMR AvailableMaxVoltage,1,smr_availablemaxvoltage,SMR,CONTINUOUS_TELEMETRY,NUMERIC,V,5824,58.24,152,VARIABLE,0.0,853.0,58.211,0.0,173.496,0.0,0.0,0.0,0.0,0.0,637.0,684.0,3494,0,,0 (3494); 2 (46); 1 (36); 6 (30); 5 (30)
311,SMR Rated Maximum Current,1,smr_rated_maximum_current,SMR,CONTINUOUS_TELEMETRY,NUMERIC,A,5824,58.24,54,VARIABLE,0.0,133.0,8.16,0.0,23.674,0.0,0.0,0.0,0.0,0.0,68.0,102.0,3706,0,,0 (3706); 60 (46); 61 (34); 64 (26); 59 (26)
312,SMR Rated Maximum Power,1,smr_rated_maximum_power,SMR,CONTINUOUS_TELEMETRY,NUMERIC,kW,5824,58.24,5,LOW_VARIABILITY,0.0,30000.0,453.443,30.0,3500.08,0.0,0.0,30.0,30.0,40.0,40.0,30000.0,265,0,,30 (2046); 40 (1805); 0 (265); 30000 (56); 20000 (4)
313,SMRHardwareVer,1,smrhardwarever,SMR,CONTINUOUS_TELEMETRY,NUMERIC,,5836,58.36,22,VARIABLE,0.0,92.91,1.227,1.24,2.047,0.0,1.13,1.22,1.24,1.24,1.25,1.25,154,0,,01.24 (1457); 01.25 (874); 01.22 (626); 01.21 (506); 01.23 (252)
314,SMRSoftVer,1,smrsoftver,SMR,STATE,STRING,,4737,47.37,27,VARIABLE,,,,,,,,,,,,,0,0,,41.06 (1711); 41.0C (1132); 41.18 (874); 00.79 (491); 00.7B (462)
315,SMRPFCVer,1,smrpfcver,SMR,CONTINUOUS_TELEMETRY,NUMERIC,,4737,47.37,26,VARIABLE,0.0,78.07,1.052,1.14,1.525,0.0,0.67,1.13,1.14,1.15,1.17,1.17,166,0,,01.14 (1501); 01.17 (1130); 01.15 (876); 00.71 (468); 00.73 (437)
316,SMR Line1 Voltage,1,smr_line1_voltage,SMR,CONTINUOUS_TELEMETRY,NUMERIC,V,5824,58.24,121,VARIABLE,0.0,4381.0,109.709,0.0,462.788,0.0,0.0,0.0,0.0,0.0,425.0,3929.0,3427,0,,0 (3427); 410 (44); 404 (22); 409 (22); 412 (20)
317,SMR Line2 Voltage,1,smr_line2_voltage,SMR,CONTINUOUS_TELEMETRY,NUMERIC,V,5824,58.24,119,VARIABLE,0.0,4421.0,109.847,0.0,462.301,0.0,0.0,0.0,0.0,0.0,424.0,3940.0,3427,0,,0 (3427); 412 (36); 410 (26); 413 (24); 406 (24)
318,SMR Line3 Voltage,1,smr_line3_voltage,SMR,CONTINUOUS_TELEMETRY,NUMERIC,V,5824,58.24,119,VARIABLE,0.0,4398.0,109.95,0.0,463.314,0.0,0.0,0.0,0.0,0.0,425.0,3943.0,3427,0,,0 (3427); 426 (34); 412 (32); 409 (24); 408 (22)
319,SMR Rated Minimum Voltage,1,smr_rated_minimum_voltage,SMR,CONTINUOUS_TELEMETRY,NUMERIC,V,5824,58.24,2,LOW_VARIABILITY,0.0,50.0,47.869,50.0,10.102,0.0,50.0,50.0,50.0,50.0,50.0,50.0,178,0,,50 (3998); 0 (178)
320,SMR Rated Maximum Voltage,1,smr_rated_maximum_voltage,SMR,CONTINUOUS_TELEMETRY,NUMERIC,V,5824,58.24,3,LOW_VARIABILITY,0.0,1000.0,936.303,1000.0,243.874,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,265,0,,1000 (3907); 0 (265); 750 (4)
321,SMR Fan Speed,1,smr_fan_speed,SMR,CONTINUOUS_TELEMETRY,NUMERIC,RPM,5824,58.24,46,VARIABLE,0.0,11090.0,705.862,0.0,2345.971,0.0,0.0,0.0,0.0,0.0,7240.0,11090.0,3790,0,,0 (3790); 11090 (106); 4820 (24); 4160 (18); 4930 (18)
322,SMR Output Short,1,smr_output_short,SMR,STATE,STRING,,4737,47.37,1,CONSTANT,,,,,,,,,,,,,0,0,,Not alarm (5263)
323,SMR Inner Comm Interrupt,1,smr_inner_comm_interrupt,COMMUNICATION,ALARM_FLAG,STRING,,4737,47.37,1,CONSTANT,,,,,,,,,,,,,0,0,,Not alarm (5263)
324,SMR PFC Side Abnormal,1,smr_pfc_side_abnormal,SMR,IDENTIFIER,STRING,,4737,47.37,2,NEAR_CONSTANT,,,,,,,,,,,,,0,0,,Not alarm (5215); Alarm (48)
325,SMR Discharge Abnormal,1,smr_discharge_abnormal,SMR,IDENTIFIER,STRING,,4737,47.37,1,CONSTANT,,,,,,,,,,,,,0,0,,Not alarm (5263)
326,SMR DC Side is OFF,1,smr_dc_side_is_off,SMR,IDENTIFIER,STRING,,4737,47.37,2,LOW_VARIABILITY,,,,,,,,,,,,,0,0,,Alarm (3948); Not alarm (1315)
327,SMR MDL Fault,1,smr_mdl_fault,SMR,ALARM_FLAG,STRING,,4737,47.37,2,NEAR_CONSTANT,,,,,,,,,,,,,0,0,,Not alarm (5257); Alarm (6)
328,SMR MDL Protect,1,smr_mdl_protect,SMR,STATE,STRING,,4737,47.37,2,NEAR_CONSTANT,,,,,,,,,,,,,0,0,,Not alarm (5215); Alarm (48)
329,SMR Fan Fault,1,smr_fan_fault,SMR,ALARM_FLAG,STRING,,4737,47.37,1,CONSTANT,,,,,,,,,,,,,0,0,,Not alarm (5263)
330,SMR Over Temperature,1,smr_over_temperature,SMR,CONTINUOUS_TELEMETRY,STRING,degC,4737,47.37,1,CONSTANT,,,,,,,,,,,,,0,0,,Not alarm (5263)
331,SMR Output Over Voltage,1,smr_output_over_voltage,SMR,CONTINUOUS_TELEMETRY,STRING,V,4737,47.37,2,NEAR_CONSTANT,,,,,,,,,,,,,0,0,,Not alarm (5257); Alarm (6)
332,SMR WALK-IN Enable,1,smr_walk_in_enable,SMR,STATE,STRING,,4737,47.37,1,CONSTANT,,,,,,,,,,,,,0,0,,Not alarm (5263)
333,SMR CAN Communication Interrupt,1,smr_can_communication_interrupt,COMMUNICATION,ALARM_FLAG,STRING,,4737,47.37,1,CONSTANT,,,,,,,,,,,,,0,0,,Not alarm (5263)
334,SMR Power Limit,1,smr_power_limit,CONFIGURATION,CONFIGURATION,STRING,kW,4737,47.37,2,NEAR_CONSTANT,,,,,,,,,,,,,0,0,,Not alarm (5247); Alarm (16)
335,SMR DL ID Repetition,1,smr_dl_id_repetition,SMR,IDENTIFIER,STRING,,4737,47.37,1,CONSTANT,,,,,,,,,,,,,0,0,,Not alarm (5263)
336,SMR Load Sharing,1,smr_load_sharing,SMR,STATE,STRING,,4737,47.37,1,CONSTANT,,,,,,,,,,,,,0,0,,Not alarm (5263)
337,SMR Input Phase loss,1,smr_input_phase_loss,SMR,STATE,STRING,,4737,47.37,1,CONSTANT,,,,,,,,,,,,,0,0,,Not alarm (5263)
338,SMR Input Unbalance,1,smr_input_unbalance,SMR,ALARM_FLAG,STRING,,4737,47.37,1,CONSTANT,,,,,,,,,,,,,0,0,,Not alarm (5263)
339,SMR Input Under Voltage,1,smr_input_under_voltage,SMR,CONTINUOUS_TELEMETRY,STRING,V,4737,47.37,2,NEAR_CONSTANT,,,,,,,,,,,,,0,0,,Not alarm (5215); Alarm (48)
